SensorId; TimeStamp (s); FrameNumber; AccX (g); AccY (g); AccZ (g); GyroX (deg/s); GyroY (deg/s); GyroZ (deg/s); MagX (uT); MagY (uT); MagZ (uT); EulerX (deg); EulerY (deg); EulerZ (deg); QuatW; QuatX; QuatY; QuatZ; LinAccX (g); LinAccY (g); LinAccZ (g)
1.0000;6.7600;676.0000;-0.0993;0.1358;-0.6412;56.1557;-101.4815;28.8535;0.0000;0.0000;0.0000;1.3044;-2.9330;-43.3195;1.0000;0.0000;0.0000;0.0000;0.0548;-0.1551;-0.3576
1.0000;6.7700;677.0000;-0.1260;0.1827;-0.3608;46.7054;-107.3526;24.5952;0.0000;0.0000;0.0000;1.7584;-4.0127;-43.1021;1.0000;0.0000;0.0000;0.0000;0.0632;-0.2105;-0.6368
1.0000;6.7800;678.0000;-0.1789;0.1708;-0.0237;33.3386;-105.1592;13.7952;0.0000;0.0000;0.0000;2.0838;-5.0683;-42.9993;1.0000;0.0000;0.0000;0.0000;0.0973;-0.2051;-0.9724
1.0000;6.7900;679.0000;-0.2819;0.0676;0.2193;25.8634;-80.6679;6.4233;0.0000;0.0000;0.0000;2.3392;-5.8769;-42.9660;1.0000;0.0000;0.0000;0.0000;0.1844;-0.1066;-1.2137
1.0000;6.8000;680.0000;-0.3637;0.0140;0.2839;18.4087;-52.6774;11.9193;0.0000;0.0000;0.0000;2.5102;-6.4578;-42.8871;1.0000;0.0000;0.0000;0.0000;0.2551;-0.0567;-1.2771
1.0000;6.8100;681.0000;-0.4141;0.1467;0.3230;0.8546;-36.9987;21.2086;0.0000;0.0000;0.0000;2.4959;-6.8368;-42.6902;1.0000;0.0000;0.0000;0.0000;0.2974;-0.1903;-1.3152
1.0000;6.8200;682.0000;-0.3984;0.2878;0.4473;-22.0775;-24.4823;14.5321;0.0000;0.0000;0.0000;2.2586;-7.0875;-42.5543;1.0000;0.0000;0.0000;0.0000;0.2764;-0.3288;-1.4390
1.0000;6.8300;683.0000;-0.3495;0.2300;0.5011;-41.9370;-0.5938;-1.7773;0.0000;0.0000;0.0000;1.8415;-7.0928;-42.5726;1.0000;0.0000;0.0000;0.0000;0.2256;-0.2648;-1.4928
1.0000;6.8400;684.0000;-0.2783;0.1301;0.4082;-53.2655;30.3166;-9.2889;0.0000;0.0000;0.0000;1.3192;-6.7872;-42.6579;1.0000;0.0000;0.0000;0.0000;0.1577;-0.1565;-1.4005
1.0000;6.8500;685.0000;-0.2434;0.1235;0.1893;-59.8023;61.8606;-8.4870;0.0000;0.0000;0.0000;0.7148;-6.1926;-42.7303;1.0000;0.0000;0.0000;0.0000;0.1314;-0.1399;-1.1829
1.0000;6.8600;686.0000;-0.1650;0.1945;-0.2083;-62.7564;85.9917;-9.0238;0.0000;0.0000;0.0000;0.0957;-5.3321;-42.8149;1.0000;0.0000;0.0000;0.0000;0.0663;-0.2003;-0.7868
1.0000;6.8700;687.0000;-0.0898;0.1966;-0.6364;-66.7453;102.3713;-17.9165;0.0000;0.0000;0.0000;-0.5564;-4.3092;-42.9989;1.0000;0.0000;0.0000;0.0000;0.0080;-0.1912;-0.3602
1.0000;6.8800;688.0000;-0.0080;0.1427;-0.9656;-68.0745;98.3714;-24.6320;0.0000;0.0000;0.0000;-1.2198;-3.3294;-43.2609;1.0000;0.0000;0.0000;0.0000;-0.0564;-0.1258;-0.0322
1.0000;6.8900;689.0000;0.0548;0.0880;-1.2058;-68.3772;91.2421;-28.5622;0.0000;0.0000;0.0000;-1.8881;-2.4251;-43.5715;1.0000;0.0000;0.0000;0.0000;-0.1029;-0.0594;0.2074
1.0000;6.9000;690.0000;0.1313;0.0231;-1.4319;-63.4512;83.7231;-29.0786;0.0000;0.0000;0.0000;-2.5095;-1.5945;-43.8936;1.0000;0.0000;0.0000;0.0000;-0.1645;0.0167;0.4332
1.0000;6.9100;691.0000;0.2121;-0.0289;-1.6241;-54.8673;76.4030;-27.1701;0.0000;0.0000;0.0000;-3.0517;-0.8445;-44.2022;1.0000;0.0000;0.0000;0.0000;-0.2317;0.0787;0.6255
1.0000;6.9200;692.0000;0.2909;-0.0751;-1.7809;-42.0295;70.5319;-23.7216;0.0000;0.0000;0.0000;-3.4695;-0.1539;-44.4792;1.0000;0.0000;0.0000;0.0000;-0.2981;0.1331;0.7827
1.0000;6.9300;693.0000;0.3070;-0.1155;-1.9275;-26.9024;68.0723;-17.9160;0.0000;0.0000;0.0000;-3.7392;0.5142;-44.7010;1.0000;0.0000;0.0000;0.0000;-0.3024;0.1791;0.9296
1.0000;6.9400;694.0000;0.3294;-0.1217;-2.1275;-11.1493;65.7487;-8.7392;0.0000;0.0000;0.0000;-3.8525;1.1645;-44.8318;1.0000;0.0000;0.0000;0.0000;-0.3132;0.1883;1.1299
1.0000;6.9500;695.0000;0.3429;-0.0625;-2.2884;5.2378;54.3660;1.1281;0.0000;0.0000;0.0000;-3.7998;1.7091;-44.8571;1.0000;0.0000;0.0000;0.0000;-0.3164;0.1293;1.2910
1.0000;6.9600;696.0000;0.3699;-0.0266;-2.3715;17.2552;32.9262;2.2156;0.0000;0.0000;0.0000;-3.6272;2.0391;-44.8564;1.0000;0.0000;0.0000;0.0000;-0.3362;0.0911;1.3741
1.0000;6.9700;697.0000;0.3435;-0.0547;-2.3489;26.5344;9.9252;1.0959;0.0000;0.0000;0.0000;-3.3617;2.1388;-44.8516;1.0000;0.0000;0.0000;0.0000;-0.3066;0.1152;1.3514
1.0000;6.9800;698.0000;0.2535;-0.0859;-2.2466;36.2434;-10.3824;4.5350;0.0000;0.0000;0.0000;-2.9974;2.0376;-44.8006;1.0000;0.0000;0.0000;0.0000;-0.2170;0.1406;1.2488
1.0000;6.9900;699.0000;0.1739;-0.0594;-2.1480;47.7058;-27.1378;12.5268;0.0000;0.0000;0.0000;-2.5157;1.7726;-44.6624;1.0000;0.0000;0.0000;0.0000;-0.1410;0.1066;1.1497
1.0000;7.0000;700.0000;0.1502;-0.0018;-2.0167;57.1182;-48.5037;18.0919;0.0000;0.0000;0.0000;-1.9387;1.2959;-44.4628;1.0000;0.0000;0.0000;0.0000;-0.1241;0.0395;1.0177
1.0000;7.0100;701.0000;0.1422;0.0614;-1.7194;61.4605;-73.4104;19.7050;0.0000;0.0000;0.0000;-1.3205;0.5677;-44.2450;1.0000;0.0000;0.0000;0.0000;-0.1272;-0.0342;0.7199
1.0000;7.0200;702.0000;0.1083;0.0726;-1.3397;62.9353;-85.6958;18.6672;0.0000;0.0000;0.0000;-0.6906;-0.2858;-44.0434;1.0000;0.0000;0.0000;0.0000;-0.1077;-0.0564;0.3398
1.0000;7.0300;703.0000;-0.0168;0.0919;-0.9893;65.3925;-81.9414;20.7287;0.0000;0.0000;0.0000;-0.0393;-1.1039;-43.8307;1.0000;0.0000;0.0000;0.0000;0.0028;-0.0869;-0.0106
1.0000;7.0400;704.0000;-0.1069;0.1495;-0.8751;66.8428;-68.4768;22.3922;0.0000;0.0000;0.0000;0.6235;-1.7898;-43.6102;1.0000;0.0000;0.0000;0.0000;0.0801;-0.1560;-0.1245
1.0000;7.0500;705.0000;-0.1418;0.1913;-0.7850;63.0485;-70.9653;17.8595;0.0000;0.0000;0.0000;1.2280;-2.5124;-43.4324;1.0000;0.0000;0.0000;0.0000;0.1028;-0.2090;-0.2141
1.0000;7.0600;706.0000;-0.1226;0.1575;-0.6007;55.6740;-82.4802;9.1169;0.0000;0.0000;0.0000;1.7813;-3.3392;-43.3631;1.0000;0.0000;0.0000;0.0000;0.0699;-0.1850;-0.3975
1.0000;7.0700;707.0000;-0.0818;0.0746;-0.3045;45.3456;-91.7225;4.1471;0.0000;0.0000;0.0000;2.2342;-4.2573;-43.3539;1.0000;0.0000;0.0000;0.0000;0.0136;-0.1107;-0.6925
1.0000;7.0800;708.0000;-0.0995;0.0534;0.0331;33.3217;-87.1011;5.9237;0.0000;0.0000;0.0000;2.5655;-5.1301;-43.3312;1.0000;0.0000;0.0000;0.0000;0.0156;-0.0960;-1.0286
1.0000;7.0900;709.0000;-0.1675;0.0748;0.2748;23.0554;-62.5967;6.3907;0.0000;0.0000;0.0000;2.7928;-5.7584;-43.2964;1.0000;0.0000;0.0000;0.0000;0.0708;-0.1219;-1.2690
1.0000;7.1000;710.0000;-0.2162;0.0814;0.3579;14.7713;-30.3013;3.3555;0.0000;0.0000;0.0000;2.9316;-6.0993;-43.2875;1.0000;0.0000;0.0000;0.0000;0.1120;-0.1315;-1.3512
1.0000;7.1100;711.0000;-0.2786;0.0326;0.3569;0.9877;-3.7137;0.3204;0.0000;0.0000;0.0000;2.9413;-6.1365;-43.2862;1.0000;0.0000;0.0000;0.0000;0.1716;-0.0838;-1.3499
1.0000;7.1200;712.0000;-0.3766;0.0193;0.3584;-19.1833;19.4928;4.3232;0.0000;0.0000;0.0000;2.7439;-5.9440;-43.2331;1.0000;0.0000;0.0000;0.0000;0.2713;-0.0686;-1.3516
1.0000;7.1300;713.0000;-0.3656;0.1152;0.2272;-38.6500;43.8763;9.8537;0.0000;0.0000;0.0000;2.3456;-5.5101;-43.1145;1.0000;0.0000;0.0000;0.0000;0.2666;-0.1587;-1.2214
1.0000;7.1400;714.0000;-0.3058;0.2562;0.0741;-54.9264;50.4952;5.0037;0.0000;0.0000;0.0000;1.7899;-5.0074;-43.0459;1.0000;0.0000;0.0000;0.0000;0.2153;-0.2911;-1.0694
1.0000;7.1500;715.0000;-0.2123;0.2864;0.0052;-70.5132;53.5283;-11.4115;0.0000;0.0000;0.0000;1.0667;-4.4873;-43.1325;1.0000;0.0000;0.0000;0.0000;0.1307;-0.3100;-1.0016
1.0000;7.1600;716.0000;-0.1546;0.1609;-0.0633;-79.0004;66.1246;-26.5934;0.0000;0.0000;0.0000;0.2954;-3.8230;-43.3914;1.0000;0.0000;0.0000;0.0000;0.0833;-0.1711;-0.9341
1.0000;7.1700;717.0000;-0.0755;0.0332;-0.2372;-81.0710;85.3399;-27.3039;0.0000;0.0000;0.0000;-0.4989;-2.9700;-43.6667;1.0000;0.0000;0.0000;0.0000;0.0178;-0.0298;-0.7611
1.0000;7.1800;718.0000;-0.0248;0.0255;-0.5217;-79.8266;102.1559;-19.2638;0.0000;0.0000;0.0000;-1.2881;-1.9515;-43.8756;1.0000;0.0000;0.0000;0.0000;-0.0161;-0.0082;-0.4772
1.0000;7.1900;719.0000;0.0039;0.1243;-0.8371;-76.4121;114.0580;-15.1580;0.0000;0.0000;0.0000;-2.0477;-0.8159;-44.0606;1.0000;0.0000;0.0000;0.0000;-0.0258;-0.0935;-0.1622
1.0000;7.2000;720.0000;0.0955;0.1762;-1.2740;-68.0485;123.2727;-22.7463;0.0000;0.0000;0.0000;-2.7310;0.4096;-44.3351;1.0000;0.0000;0.0000;0.0000;-0.0964;-0.1330;0.2750
1.0000;7.2100;721.0000;0.1786;0.0807;-1.6869;-56.6434;122.0989;-31.0369;0.0000;0.0000;0.0000;-3.3041;1.6125;-44.7095;1.0000;0.0000;0.0000;0.0000;-0.1583;-0.0267;0.6886
1.0000;7.2200;722.0000;0.2864;0.0042;-2.0209;-45.0546;110.2098;-28.3440;0.0000;0.0000;0.0000;-3.7678;2.6950;-45.0607;1.0000;0.0000;0.0000;0.0000;-0.2462;0.0586;1.0237
1.0000;7.2300;723.0000;0.3895;-0.0311;-2.2896;-31.7759;94.4389;-23.6702;0.0000;0.0000;0.0000;-4.1022;3.6209;-45.3622;1.0000;0.0000;0.0000;0.0000;-0.3322;0.1005;1.2937
1.0000;7.2400;724.0000;0.4672;-0.0798;-2.4939;-19.8566;74.5263;-19.0286;0.0000;0.0000;0.0000;-4.3178;4.3502;-45.6074;1.0000;0.0000;0.0000;0.0000;-0.3959;0.1536;1.4992
1.0000;7.2500;725.0000;0.5082;-0.1424;-2.6216;-4.5461;49.9447;-12.3662;0.0000;0.0000;0.0000;-4.3752;4.8396;-45.7695;1.0000;0.0000;0.0000;0.0000;-0.4267;0.2183;1.6278
1.0000;7.2600;726.0000;0.4981;-0.1603;-2.6442;11.4297;19.8976;-1.2790;0.0000;0.0000;0.0000;-4.2632;5.0370;-45.7974;1.0000;0.0000;0.0000;0.0000;-0.4112;0.2353;1.6508
1.0000;7.2700;727.0000;0.4562;-0.0869;-2.5602;23.2065;-10.6528;9.6261;0.0000;0.0000;0.0000;-4.0221;4.9377;-45.6934;1.0000;0.0000;0.0000;0.0000;-0.3691;0.1585;1.5666
1.0000;7.2800;728.0000;0.3800;-0.0047;-2.3699;32.4832;-37.5066;13.1158;0.0000;0.0000;0.0000;-3.6842;4.5723;-45.5369;1.0000;0.0000;0.0000;0.0000;-0.2976;0.0710;1.3755
1.0000;7.2900;729.0000;0.3051;-0.0096;-2.1486;42.9740;-60.3660;14.0303;0.0000;0.0000;0.0000;-3.2413;3.9783;-45.3599;1.0000;0.0000;0.0000;0.0000;-0.2315;0.0691;1.1531
1.0000;7.3000;730.0000;0.2317;-0.0295;-1.8960;54.7416;-81.6242;20.2154;0.0000;0.0000;0.0000;-2.6773;3.1750;-45.1158;1.0000;0.0000;0.0000;0.0000;-0.1709;0.0799;0.8991
1.0000;7.3100;731.0000;0.2002;0.0380;-1.6221;64.5179;-94.8524;27.7094;0.0000;0.0000;0.0000;-2.0172;2.2387;-44.7997;1.0000;0.0000;0.0000;0.0000;-0.1548;0.0016;0.6240
1.0000;7.3200;732.0000;0.1640;0.1159;-1.3320;69.9067;-103.6866;28.4667;0.0000;0.0000;0.0000;-1.3085;1.2105;-44.4849;1.0000;0.0000;0.0000;0.0000;-0.1360;-0.0884;0.3328
1.0000;7.3300;733.0000;0.1076;0.1285;-1.0389;71.4675;-108.1016;24.8958;0.0000;0.0000;0.0000;-0.5907;0.1338;-44.2181;1.0000;0.0000;0.0000;0.0000;-0.0982;-0.1135;0.0390
1.0000;7.3400;734.0000;0.0207;0.1303;-0.7555;70.7014;-108.2700;23.4857;0.0000;0.0000;0.0000;0.1147;-0.9479;-43.9788;1.0000;0.0000;0.0000;0.0000;-0.0302;-0.1277;-0.2444
1.0000;7.3500;735.0000;-0.0296;0.1278;-0.5311;65.9352;-103.0168;20.7536;0.0000;0.0000;0.0000;0.7583;-1.9821;-43.7720;1.0000;0.0000;0.0000;0.0000;0.0017;-0.1370;-0.4684
1.0000;7.3600;736.0000;-0.0979;0.1278;-0.2987;56.0223;-101.6560;19.3336;0.0000;0.0000;0.0000;1.3109;-3.0020;-43.5970;1.0000;0.0000;0.0000;0.0000;0.0522;-0.1472;-0.7000
1.0000;7.3700;737.0000;-0.1798;0.1622;0.0127;42.6353;-98.9004;14.8751;0.0000;0.0000;0.0000;1.7299;-3.9946;-43.4745;1.0000;0.0000;0.0000;0.0000;0.1165;-0.1897;-1.0103
1.0000;7.3800;738.0000;-0.2500;0.1318;0.2559;26.7185;-83.0333;4.0051;0.0000;0.0000;0.0000;1.9962;-4.8258;-43.4615;1.0000;0.0000;0.0000;0.0000;0.1711;-0.1649;-1.2522
1.0000;7.3900;739.0000;-0.2923;0.0687;0.4468;12.0131;-65.7467;-0.2309;0.0000;0.0000;0.0000;2.1187;-5.4827;-43.4876;1.0000;0.0000;0.0000;0.0000;0.2008;-0.1049;-1.4419
1.0000;7.4000;740.0000;-0.3165;0.0468;0.6215;-6.3025;-44.1778;1.0525;0.0000;0.0000;0.0000;2.0511;-6.0144;-43.5326;1.0000;0.0000;0.0000;0.0000;0.2154;-0.0832;-1.6157
1.0000;7.4100;741.0000;-0.3736;0.0637;0.7153;-25.5998;-10.7803;4.2198;0.0000;0.0000;0.0000;1.7910;-6.1235;-43.4940;1.0000;0.0000;0.0000;0.0000;0.2671;-0.0967;-1.7091
1.0000;7.4200;742.0000;-0.3904;0.1310;0.5375;-37.7054;29.0381;5.9573;0.0000;0.0000;0.0000;1.4068;-5.8349;-43.4262;1.0000;0.0000;0.0000;0.0000;0.2864;-0.1581;-1.5317
1.0000;7.4300;743.0000;-0.3423;0.2505;0.2369;-50.1802;52.6142;1.5582;0.0000;0.0000;0.0000;0.9024;-5.3093;-43.3998;1.0000;0.0000;0.0000;0.0000;0.2461;-0.2697;-1.2321
1.0000;7.4400;744.0000;-0.2357;0.2889;-0.0032;-63.4374;62.7857;-12.4039;0.0000;0.0000;0.0000;0.2782;-4.6803;-43.5178;1.0000;0.0000;0.0000;0.0000;0.1499;-0.2980;-0.9931
1.0000;7.4500;745.0000;-0.1359;0.1899;-0.2283;-73.7498;73.2393;-24.8238;0.0000;0.0000;0.0000;-0.4521;-3.9541;-43.7600;1.0000;0.0000;0.0000;0.0000;0.0620;-0.1870;-0.7690
1.0000;7.4600;746.0000;-0.0320;0.0971;-0.5253;-73.9538;93.9913;-27.4641;0.0000;0.0000;0.0000;-1.1740;-3.0181;-44.0490;1.0000;0.0000;0.0000;0.0000;-0.0272;-0.0813;-0.4728
1.0000;7.4700;747.0000;0.0479;0.0682;-0.9627;-67.6958;116.6304;-24.3864;0.0000;0.0000;0.0000;-1.8392;-1.8587;-44.3239;1.0000;0.0000;0.0000;0.0000;-0.0881;-0.0404;-0.0361
1.0000;7.4800;748.0000;0.1255;0.0674;-1.4053;-59.0525;123.2269;-22.0170;0.0000;0.0000;0.0000;-2.4239;-0.6355;-44.5899;1.0000;0.0000;0.0000;0.0000;-0.1446;-0.0288;0.4062
1.0000;7.4900;749.0000;0.2065;0.0634;-1.7927;-47.7705;115.7805;-22.5404;0.0000;0.0000;0.0000;-2.9014;0.5106;-44.8690;1.0000;0.0000;0.0000;0.0000;-0.2050;-0.0158;0.7939
1.0000;7.5000;750.0000;0.2998;0.0052;-2.1000;-36.3197;99.4565;-25.0954;0.0000;0.0000;0.0000;-3.2691;1.4918;-45.1732;1.0000;0.0000;0.0000;0.0000;-0.2800;0.0496;1.1018
1.0000;7.5100;751.0000;0.3670;-0.0754;-2.2987;-23.8963;77.6317;-23.4573;0.0000;0.0000;0.0000;-3.5172;2.2529;-45.4535;1.0000;0.0000;0.0000;0.0000;-0.3323;0.1352;1.3011
1.0000;7.5200;752.0000;0.4064;-0.1179;-2.4034;-12.5935;53.0938;-15.1529;0.0000;0.0000;0.0000;-3.6512;2.7733;-45.6382;1.0000;0.0000;0.0000;0.0000;-0.3611;0.1808;1.4064
1.0000;7.5300;753.0000;0.4463;-0.1044;-2.4386;1.6776;31.8071;-6.5665;0.0000;0.0000;0.0000;-3.6388;3.0865;-45.7241;1.0000;0.0000;0.0000;0.0000;-0.3943;0.1681;1.4420
1.0000;7.5400;754.0000;0.4678;-0.1086;-2.4762;15.9032;16.7316;-2.3335;0.0000;0.0000;0.0000;-3.4816;3.2521;-45.7579;1.0000;0.0000;0.0000;0.0000;-0.4120;0.1704;1.4797
1.0000;7.5500;755.0000;0.4384;-0.1241;-2.4661;31.6125;-8.4921;2.9340;0.0000;0.0000;0.0000;-3.1625;3.1701;-45.7241;1.0000;0.0000;0.0000;0.0000;-0.3822;0.1814;1.4694
1.0000;7.5600;756.0000;0.3378;-0.0935;-2.3301;41.0698;-37.0824;11.3358;0.0000;0.0000;0.0000;-2.7449;2.8056;-45.5917;1.0000;0.0000;0.0000;0.0000;-0.2861;0.1442;1.3327
1.0000;7.5700;757.0000;0.2656;-0.0310;-2.1201;50.0608;-60.1790;17.8131;0.0000;0.0000;0.0000;-2.2353;2.2121;-45.3875;1.0000;0.0000;0.0000;0.0000;-0.2229;0.0734;1.1220
1.0000;7.5800;758.0000;0.2118;-0.0140;-1.9027;58.6831;-76.9084;20.0652;0.0000;0.0000;0.0000;-1.6412;1.4502;-45.1608;1.0000;0.0000;0.0000;0.0000;-0.1813;0.0467;0.9037
1.0000;7.5900;759.0000;0.1612;-0.0280;-1.6552;65.2822;-93.1870;24.0098;0.0000;0.0000;0.0000;-0.9839;0.5241;-44.8995;1.0000;0.0000;0.0000;0.0000;-0.1458;0.0495;0.6555
1.0000;7.6000;760.0000;0.1152;0.0068;-1.3404;71.1247;-106.8548;29.5344;0.0000;0.0000;0.0000;-0.2740;-0.5363;-44.5893;1.0000;0.0000;0.0000;0.0000;-0.1175;0.0027;0.3404
1.0000;7.6100;761.0000;0.0290;0.0765;-1.0066;75.4635;-113.4698;32.0282;0.0000;0.0000;0.0000;0.4745;-1.6715;-44.2709;1.0000;0.0000;0.0000;0.0000;-0.0506;-0.0799;0.0068
1.0000;7.6200;762.0000;-0.0505;0.1608;-0.6384;73.0883;-117.3357;30.9268;0.0000;0.0000;0.0000;1.1939;-2.8493;-43.9787;1.0000;0.0000;0.0000;0.0000;0.0086;-0.1770;-0.3605
1.0000;7.6300;763.0000;-0.1293;0.2440;-0.2314;62.3172;-119.8459;25.1668;0.0000;0.0000;0.0000;1.8040;-4.0539;-43.7584;1.0000;0.0000;0.0000;0.0000;0.0665;-0.2717;-0.7662
1.0000;7.6400;764.0000;-0.2136;0.2295;0.1602;44.1050;-108.0893;11.7040;0.0000;0.0000;0.0000;2.2389;-5.1382;-43.6793;1.0000;0.0000;0.0000;0.0000;0.1309;-0.2658;-1.1561
1.0000;7.6500;765.0000;-0.2466;0.1205;0.3933;30.7592;-85.7523;1.1762;0.0000;0.0000;0.0000;2.5437;-6.0300;-43.7123;1.0000;0.0000;0.0000;0.0000;0.1473;-0.1629;-1.3875
1.0000;7.6600;766.0000;-0.2665;0.0059;0.5591;16.0578;-61.7634;-0.8459;0.0000;0.0000;0.0000;2.7083;-6.6466;-43.7494;1.0000;0.0000;0.0000;0.0000;0.1545;-0.0520;-1.5517
1.0000;7.6700;767.0000;-0.3332;-0.0070;0.7080;0.3257;-34.1411;3.4871;0.0000;0.0000;0.0000;2.7093;-6.9892;-43.7306;1.0000;0.0000;0.0000;0.0000;0.2133;-0.0401;-1.6997
1.0000;7.6800;768.0000;-0.4379;0.0787;0.7849;-16.0703;3.5775;7.8948;0.0000;0.0000;0.0000;2.5387;-6.9571;-43.6496;1.0000;0.0000;0.0000;0.0000;0.3160;-0.1240;-1.7764
1.0000;7.6900;769.0000;-0.4546;0.1746;0.5577;-30.2493;43.7721;8.0872;0.0000;0.0000;0.0000;2.2245;-6.5232;-43.5500;1.0000;0.0000;0.0000;0.0000;0.3378;-0.2153;-1.5500
1.0000;7.7000;770.0000;-0.3948;0.2895;0.2379;-46.1439;59.6854;1.8372;0.0000;0.0000;0.0000;1.7246;-5.9672;-43.4950;1.0000;0.0000;0.0000;0.0000;0.2874;-0.3231;-1.2315
1.0000;7.7100;771.0000;-0.2433;0.2996;0.0221;-64.4077;60.1769;-14.1902;0.0000;0.0000;0.0000;1.0929;-5.3623;-43.6226;1.0000;0.0000;0.0000;0.0000;0.1459;-0.3228;-1.0171
1.0000;7.7200;772.0000;-0.1548;0.1858;-0.1150;-80.4142;69.2466;-28.0442;0.0000;0.0000;0.0000;0.3127;-4.6665;-43.8957;1.0000;0.0000;0.0000;0.0000;0.0687;-0.1965;-0.8812
1.0000;7.7300;773.0000;-0.0370;0.0968;-0.3916;-80.9657;93.4479;-29.6420;0.0000;0.0000;0.0000;-0.4750;-3.7324;-44.1946;1.0000;0.0000;0.0000;0.0000;-0.0345;-0.0936;-0.6058
1.0000;7.7400;774.0000;0.0773;0.0791;-0.8073;-74.5972;114.4135;-26.9879;0.0000;0.0000;0.0000;-1.2050;-2.5924;-44.4818;1.0000;0.0000;0.0000;0.0000;-0.1302;-0.0628;-0.1911
1.0000;7.7500;775.0000;0.1442;0.0731;-1.2311;-68.0407;121.7968;-26.1762;0.0000;0.0000;0.0000;-1.8760;-1.3748;-44.7726;1.0000;0.0000;0.0000;0.0000;-0.1762;-0.0447;0.2320
1.0000;7.7600;776.0000;0.2288;0.0415;-1.6102;-58.8288;118.8578;-27.3910;0.0000;0.0000;0.0000;-2.4600;-0.1975;-45.0914;1.0000;0.0000;0.0000;0.0000;-0.2399;-0.0023;0.6111
1.0000;7.7700;777.0000;0.3047;-0.0262;-1.9347;-47.9899;108.9339;-27.6582;0.0000;0.0000;0.0000;-2.9418;0.8775;-45.4191;1.0000;0.0000;0.0000;0.0000;-0.2962;0.0745;0.9359
1.0000;7.7800;778.0000;0.3460;-0.0892;-2.2031;-35.0290;94.8154;-23.8535;0.0000;0.0000;0.0000;-3.2989;1.8113;-45.7091;1.0000;0.0000;0.0000;0.0000;-0.3203;0.1446;1.2049
1.0000;7.7900;779.0000;0.4186;-0.1383;-2.4376;-18.5064;79.9107;-18.2992;0.0000;0.0000;0.0000;-3.4928;2.5981;-45.9394;1.0000;0.0000;0.0000;0.0000;-0.3782;0.1981;1.4403
1.0000;7.8000;780.0000;0.4649;-0.2019;-2.6381;-1.2752;59.9922;-11.2378;0.0000;0.0000;0.0000;-3.5120;3.1909;-46.0891;1.0000;0.0000;0.0000;0.0000;-0.4127;0.2633;1.6414
1.0000;7.8100;781.0000;0.4332;-0.1862;-2.6885;19.0674;20.5429;4.2699;0.0000;0.0000;0.0000;-3.3195;3.3985;-46.0588;1.0000;0.0000;0.0000;0.0000;-0.3748;0.2455;1.6920
1.0000;7.8200;782.0000;0.3948;-0.0801;-2.6058;30.4499;-11.8288;14.6334;0.0000;0.0000;0.0000;-3.0060;3.2884;-45.9060;1.0000;0.0000;0.0000;0.0000;-0.3363;0.1346;1.6090
1.0000;7.8300;783.0000;0.3473;0.0080;-2.4322;38.2755;-39.5371;15.7508;0.0000;0.0000;0.0000;-2.6137;2.9013;-45.7291;1.0000;0.0000;0.0000;0.0000;-0.2938;0.0402;1.4348
1.0000;7.8400;784.0000;0.2966;-0.0228;-2.2141;45.4073;-60.3531;13.6332;0.0000;0.0000;0.0000;-2.1522;2.3040;-45.5677;1.0000;0.0000;0.0000;0.0000;-0.2522;0.0634;1.2159
1.0000;7.8500;785.0000;0.1987;-0.0706;-1.9827;55.2291;-75.5834;19.1957;0.0000;0.0000;0.0000;-1.5913;1.5560;-45.3516;1.0000;0.0000;0.0000;0.0000;-0.1665;0.1022;0.9837
1.0000;7.8600;786.0000;0.1237;0.0009;-1.7655;66.3832;-85.9954;29.7334;0.0000;0.0000;0.0000;-0.9213;0.7028;-45.0354;1.0000;0.0000;0.0000;0.0000;-0.1057;0.0197;0.7659
1.0000;7.8700;787.0000;0.0906;0.1299;-1.5556;73.2812;-97.0181;32.6514;0.0000;0.0000;0.0000;-0.1871;-0.2641;-44.6996;1.0000;0.0000;0.0000;0.0000;-0.0886;-0.1217;0.5556
1.0000;7.8800;788.0000;0.0747;0.1788;-1.2109;74.5349;-111.2434;26.7111;0.0000;0.0000;0.0000;0.5546;-1.3773;-44.4361;1.0000;0.0000;0.0000;0.0000;-0.0913;-0.1836;0.2110
1.0000;7.8900;789.0000;0.0110;0.1543;-0.8088;70.2301;-122.0907;20.2837;0.0000;0.0000;0.0000;1.2506;-2.6013;-44.2525;1.0000;0.0000;0.0000;0.0000;-0.0485;-0.1716;-0.1903
1.0000;7.9000;790.0000;-0.0648;0.1391;-0.4690;66.7621;-112.8556;18.3701;0.0000;0.0000;0.0000;1.8965;-3.7399;-44.0900;1.0000;0.0000;0.0000;0.0000;0.0069;-0.1681;-0.5289
1.0000;7.9100;791.0000;-0.1025;0.1232;-0.2656;62.9344;-98.8264;16.2200;0.0000;0.0000;0.0000;2.5166;-4.7336;-43.9656;1.0000;0.0000;0.0000;0.0000;0.0263;-0.1631;-0.7306
1.0000;7.9200;792.0000;-0.1364;0.1287;-0.0712;53.2847;-93.1756;14.7773;0.0000;0.0000;0.0000;3.0402;-5.6715;-43.8629;1.0000;0.0000;0.0000;0.0000;0.0437;-0.1782;-0.9232
1.0000;7.9300;793.0000;-0.2024;0.1709;0.2016;39.0639;-90.6210;10.8167;0.0000;0.0000;0.0000;3.4248;-6.5823;-43.8058;1.0000;0.0000;0.0000;0.0000;0.0936;-0.2280;-1.1940
